frame_0	frame_1
crops/pi_b/20200811/090352	crops/pi_b/20200811/090356
crops/pi_b/20200811/075719	crops/pi_b/20200811/075715
crops/pi_b/20200802/093619	crops/pi_b/20200802/093630
crops/pi_c/20200801/092550	crops/pi_c/20200801/092600
crops/pi_a/20200802/094819	crops/pi_a/20200802/094808
crops/pi_b/20200807/082330	crops/pi_b/20200807/082334
crops/pi_b/20200807/094613	crops/pi_b/20200807/094619
crops/pi_b/20200802/085021	crops/pi_b/20200802/085032
crops/pi_a/20200802/104117	crops/pi_a/20200802/104106
crops/pi_b/20200807/110214	crops/pi_b/20200807/110219
crops/pi_b/20200807/094456	crops/pi_b/20200807/094501
crops/pi_c/20200801/092440	crops/pi_c/20200801/092430
crops/pi_b/20200807/094358	crops/pi_b/20200807/094404
crops/pi_b/20200807/080301	crops/pi_b/20200807/080257
crops/pi_b/20200806/102313	crops/pi_b/20200806/102308
crops/pi_b/20200807/080239	crops/pi_b/20200807/080236
crops/pi_b/20200811/103920	crops/pi_b/20200811/103926
crops/pi_b/20200802/090715	crops/pi_b/20200802/090704
crops/pi_b/20200806/111415	crops/pi_b/20200806/111412
crops/pi_b/20200807/081254	crops/pi_b/20200807/081259
crops/pi_b/20200802/095640	crops/pi_b/20200802/095650
crops/pi_b/20200811/113507	crops/pi_b/20200811/113511
crops/pi_b/20200811/121727	crops/pi_b/20200811/121732
crops/pi_b/20200802/092158	crops/pi_b/20200802/092209
crops/pi_b/20200807/075701	crops/pi_b/20200807/075657
crops/pi_b/20200811/082219	crops/pi_b/20200811/082223
crops/pi_a/20200802/100845	crops/pi_a/20200802/100835
crops/pi_c/20200801/092410	crops/pi_c/20200801/092420
crops/pi_b/20200811/074852	crops/pi_b/20200811/074847
crops/pi_b/20200802/084854	crops/pi_b/20200802/084905
crops/pi_b/20200811/085506	crops/pi_b/20200811/085510
crops/pi_b/20200807/113307	crops/pi_b/20200807/113312
crops/pi_a/20200802/100353	crops/pi_a/20200802/100342
crops/pi_b/20200802/091758	crops/pi_b/20200802/091747
crops/pi_b/20200807/113347	crops/pi_b/20200807/113342
crops/pi_b/20200802/092442	crops/pi_b/20200802/092452
crops/pi_b/20200807/082609	crops/pi_b/20200807/082605
crops/pi_b/20200811/123032	crops/pi_b/20200811/123037
crops/pi_a/20200802/102157	crops/pi_a/20200802/102146
crops/pi_b/20200807/080312	crops/pi_b/20200807/080316
crops/pi_b/20200811/092848	crops/pi_b/20200811/092844
crops/pi_a/20200802/101747	crops/pi_a/20200802/101758
crops/pi_b/20200802/101932	crops/pi_b/20200802/101921
crops/pi_b/20200802/095912	crops/pi_b/20200802/095923
crops/pi_c/20200801/093410	crops/pi_c/20200801/093400
crops/pi_c/20200801/100110	crops/pi_c/20200801/100100
crops/pi_b/20200807/082458	crops/pi_b/20200807/082452
crops/pi_a/20200802/101526	crops/pi_a/20200802/101515
crops/pi_a/20200802/102135	crops/pi_a/20200802/102124
crops/pi_c/20200801/092820	crops/pi_c/20200801/092810
crops/pi_b/20200802/093219	crops/pi_b/20200802/093208
crops/pi_b/20200807/112225	crops/pi_b/20200807/112230
crops/pi_b/20200811/123017	crops/pi_b/20200811/123023
crops/pi_b/20200806/081957	crops/pi_b/20200806/082003
crops/pi_c/20200729/105140	crops/pi_c/20200729/105130
crops/pi_b/20200811/082337	crops/pi_b/20200811/082341
crops/pi_b/20200811/123220	crops/pi_b/20200811/123225
crops/pi_b/20200807/112613	crops/pi_b/20200807/112618
crops/pi_c/20200801/100310	crops/pi_c/20200801/100300
crops/pi_a/20200802/092458	crops/pi_a/20200802/092508
crops/pi_b/20200807/114543	crops/pi_b/20200807/114548
crops/pi_b/20200811/085904	crops/pi_b/20200811/085909
crops/pi_a/20200802/104316	crops/pi_a/20200802/104327
crops/pi_b/20200802/095134	crops/pi_b/20200802/095145
crops/pi_b/20200807/091951	crops/pi_b/20200807/091947
crops/pi_b/20200811/111937	crops/pi_b/20200811/111932
crops/pi_b/20200811/074521	crops/pi_b/20200811/074526
crops/pi_b/20200802/095218	crops/pi_b/20200802/095229
crops/pi_b/20200811/081714	crops/pi_b/20200811/081719
crops/pi_c/20200801/092620	crops/pi_c/20200801/092630
crops/pi_b/20200811/113503	crops/pi_b/20200811/113507
crops/pi_b/20200802/094346	crops/pi_b/20200802/094357
crops/pi_b/20200802/101544	crops/pi_b/20200802/101533
crops/pi_b/20200801/092925	crops/pi_b/20200801/092936
crops/pi_b/20200807/085821	crops/pi_b/20200807/085827
crops/pi_b/20200811/082825	crops/pi_b/20200811/082831
crops/pi_b/20200807/111830	crops/pi_b/20200807/111835
crops/pi_b/20200801/094458	crops/pi_b/20200801/094509
crops/pi_b/20200807/075544	crops/pi_b/20200807/075550
crops/pi_b/20200806/104848	crops/pi_b/20200806/104843
crops/pi_b/20200801/100152	crops/pi_b/20200801/100203
crops/pi_b/20200806/102613	crops/pi_b/20200806/102618
crops/pi_b/20200802/095102	crops/pi_b/20200802/095113
crops/pi_a/20200802/095229	crops/pi_a/20200802/095240
crops/pi_b/20200811/085530	crops/pi_b/20200811/085526
crops/pi_c/20200801/092340	crops/pi_c/20200801/092330
crops/pi_b/20200811/075416	crops/pi_b/20200811/075420
crops/pi_b/20200807/075643	crops/pi_b/20200807/075649
crops/pi_b/20200811/104807	crops/pi_b/20200811/104813
crops/pi_b/20200811/104818	crops/pi_b/20200811/104813
crops/pi_b/20200802/094513	crops/pi_b/20200802/094524
crops/pi_b/20200811/122613	crops/pi_b/20200811/122617
crops/pi_b/20200811/080357	crops/pi_b/20200811/080402
crops/pi_b/20200807/082820	crops/pi_b/20200807/082816
crops/pi_b/20200811/075259	crops/pi_b/20200811/075305
crops/pi_b/20200811/123849	crops/pi_b/20200811/123854
crops/pi_b/20200811/082038	crops/pi_b/20200811/082043
crops/pi_b/20200807/090529	crops/pi_b/20200807/090534
crops/pi_b/20200811/075723	crops/pi_b/20200811/075728
crops/pi_a/20200802/101914	crops/pi_a/20200802/101925
crops/pi_b/20200802/084821	crops/pi_b/20200802/084832
crops/pi_b/20200802/090610	crops/pi_b/20200802/090621
crops/pi_c/20200801/094420	crops/pi_c/20200801/094430
crops/pi_c/20180927/082555	crops/pi_c/20180927/082606
crops/pi_b/20200811/122810	crops/pi_b/20200811/122806
crops/pi_b/20200806/102052	crops/pi_b/20200806/102057
crops/pi_c/20180927/082700	crops/pi_c/20180927/082711
crops/pi_b/20200807/090539	crops/pi_b/20200807/090545
crops/pi_b/20200811/122223	crops/pi_b/20200811/122219
crops/pi_b/20200802/094335	crops/pi_b/20200802/094324
crops/pi_b/20200807/090315	crops/pi_b/20200807/090311
crops/pi_b/20200811/083500	crops/pi_b/20200811/083454
crops/pi_b/20200807/113120	crops/pi_b/20200807/113115
crops/pi_b/20200807/112638	crops/pi_b/20200807/112633
crops/pi_b/20200811/123002	crops/pi_b/20200811/123007
crops/pi_b/20200807/113048	crops/pi_b/20200807/113053
crops/pi_c/20200801/093600	crops/pi_c/20200801/093610
crops/pi_a/20200802/095712	crops/pi_a/20200802/095701
crops/pi_b/20200807/111636	crops/pi_b/20200807/111642
crops/pi_b/20200811/075225	crops/pi_b/20200811/075230
crops/pi_b/20200802/082706	crops/pi_b/20200802/082717
crops/pi_b/20200811/083935	crops/pi_b/20200811/083931
crops/pi_c/20200801/100410	crops/pi_c/20200801/100400
crops/pi_b/20200806/122232	crops/pi_b/20200806/122227
crops/pi_b/20200802/100112	crops/pi_b/20200802/100123
crops/pi_b/20200811/122519	crops/pi_b/20200811/122524
crops/pi_b/20200807/112725	crops/pi_b/20200807/112721
crops/pi_b/20200802/094651	crops/pi_b/20200802/094702
crops/pi_b/20200802/092503	crops/pi_b/20200802/092452
crops/pi_a/20200802/095932	crops/pi_a/20200802/095922
crops/pi_b/20200811/122214	crops/pi_b/20200811/122219
crops/pi_a/20200802/092541	crops/pi_a/20200802/092552
crops/pi_c/20200801/100050	crops/pi_c/20200801/100100
crops/pi_b/20200811/110502	crops/pi_b/20200811/110506
crops/pi_a/20200802/094620	crops/pi_a/20200802/094630
crops/pi_b/20200807/080200	crops/pi_b/20200807/080205
crops/pi_b/20200807/111800	crops/pi_b/20200807/111756
crops/pi_b/20200806/094746	crops/pi_b/20200806/094752
crops/pi_b/20200807/085816	crops/pi_b/20200807/085821
crops/pi_b/20200806/095710	crops/pi_b/20200806/095715
crops/pi_b/20200811/095923	crops/pi_b/20200811/095928
crops/pi_b/20200806/082151	crops/pi_b/20200806/082145
crops/pi_a/20200802/092708	crops/pi_a/20200802/092719
crops/pi_a/20200802/094609	crops/pi_a/20200802/094558
crops/pi_b/20200807/091934	crops/pi_b/20200807/091939
crops/pi_b/20200802/091148	crops/pi_b/20200802/091158
crops/pi_b/20200811/081857	crops/pi_b/20200811/081902
crops/pi_b/20200811/074745	crops/pi_b/20200811/074750
crops/pi_a/20200802/103856	crops/pi_a/20200802/103907
crops/pi_b/20200811/122933	crops/pi_b/20200811/122937
crops/pi_a/20200802/104128	crops/pi_a/20200802/104138
crops/pi_c/20200729/130510	crops/pi_c/20200729/130520
crops/pi_b/20200807/081531	crops/pi_b/20200807/081537
crops/pi_b/20200807/082753	crops/pi_b/20200807/082758
crops/pi_b/20200802/101500	crops/pi_b/20200802/101511
crops/pi_b/20200807/090735	crops/pi_b/20200807/090740
crops/pi_b/20200802/082644	crops/pi_b/20200802/082633
crops/pi_a/20200802/104736	crops/pi_a/20200802/104747
crops/pi_b/20200811/074813	crops/pi_b/20200811/074809
crops/pi_b/20200802/094535	crops/pi_b/20200802/094524
crops/pi_b/20200807/114710	crops/pi_b/20200807/114705
crops/pi_b/20200811/080407	crops/pi_b/20200811/080402
crops/pi_b/20200806/122304	crops/pi_b/20200806/122300
crops/pi_b/20200802/085043	crops/pi_b/20200802/085032
crops/pi_b/20200807/111136	crops/pi_b/20200807/111140
crops/pi_b/20200811/122855	crops/pi_b/20200811/122859
crops/pi_b/20200802/101617	crops/pi_b/20200802/101627
crops/pi_a/20200802/093644	crops/pi_a/20200802/093655
crops/pi_a/20200802/095628	crops/pi_a/20200802/095617
crops/pi_b/20200801/093439	crops/pi_b/20200801/093428
crops/pi_b/20200802/101805	crops/pi_b/20200802/101816
crops/pi_a/20200802/100657	crops/pi_a/20200802/100708
crops/pi_a/20200802/104055	crops/pi_a/20200802/104044
crops/pi_b/20200806/081937	crops/pi_b/20200806/081943
crops/pi_b/20200811/090607	crops/pi_b/20200811/090602
crops/pi_b/20200807/111824	crops/pi_b/20200807/111820
crops/pi_b/20200811/082703	crops/pi_b/20200811/082659
crops/pi_b/20200811/114643	crops/pi_b/20200811/114648
crops/pi_b/20200807/114651	crops/pi_b/20200807/114656
crops/pi_b/20200811/080433	crops/pi_b/20200811/080437
crops/pi_b/20200802/084705	crops/pi_b/20200802/084716
crops/pi_b/20200807/085837	crops/pi_b/20200807/085842
crops/pi_b/20200802/085821	crops/pi_b/20200802/085810
crops/pi_b/20200807/112500	crops/pi_b/20200807/112505
crops/pi_c/20200801/094510	crops/pi_c/20200801/094520
crops/pi_b/20200807/114248	crops/pi_b/20200807/114252
crops/pi_a/20200802/093224	crops/pi_a/20200802/093213
crops/pi_b/20200807/112425	crops/pi_b/20200807/112419
crops/pi_b/20200811/080902	crops/pi_b/20200811/080857
crops/pi_b/20200811/083825	crops/pi_b/20200811/083820
crops/pi_b/20200801/093522	crops/pi_b/20200801/093533
crops/pi_b/20200802/095007	crops/pi_b/20200802/094956
crops/pi_a/20200802/092741	crops/pi_a/20200802/092752
crops/pi_b/20200807/113228	crops/pi_b/20200807/113233
crops/pi_b/20200811/083737	crops/pi_b/20200811/083742
crops/pi_c/20180927/092640	crops/pi_c/20180927/092651
crops/pi_b/20200807/095259	crops/pi_b/20200807/095303
crops/pi_b/20200811/103901	crops/pi_b/20200811/103906
crops/pi_b/20200807/111551	crops/pi_b/20200807/111546
crops/pi_b/20200802/100134	crops/pi_b/20200802/100145
crops/pi_b/20200811/080947	crops/pi_b/20200811/080943
crops/pi_b/20200807/114357	crops/pi_b/20200807/114401
crops/pi_c/20200801/092750	crops/pi_c/20200801/092800
crops/pi_a/20200802/100215	crops/pi_a/20200802/100226
crops/pi_b/20200806/095616	crops/pi_b/20200806/095621
crops/pi_b/20200807/094125	crops/pi_b/20200807/094120
crops/pi_b/20200811/102329	crops/pi_b/20200811/102324
crops/pi_b/20200807/081659	crops/pi_b/20200807/081704
crops/pi_b/20200802/092819	crops/pi_b/20200802/092830
crops/pi_b/20200807/111954	crops/pi_b/20200807/111949
crops/pi_b/20200807/090315	crops/pi_b/20200807/090319
crops/pi_b/20200811/075343	crops/pi_b/20200811/075338
crops/pi_b/20200807/112844	crops/pi_b/20200807/112850
crops/pi_b/20200807/081158	crops/pi_b/20200807/081203
crops/pi_b/20200811/081937	crops/pi_b/20200811/081932
crops/pi_b/20200802/095640	crops/pi_b/20200802/095629
crops/pi_b/20200807/114512	crops/pi_b/20200807/114516
crops/pi_c/20200801/093430	crops/pi_c/20200801/093440
crops/pi_b/20200811/074710	crops/pi_b/20200811/074647
crops/pi_b/20200811/090206	crops/pi_b/20200811/090211
crops/pi_c/20200801/093940	crops/pi_c/20200801/093950
crops/pi_b/20200807/113130	crops/pi_b/20200807/113125
crops/pi_c/20200801/093250	crops/pi_c/20200801/093300
crops/pi_c/20200801/101150	crops/pi_c/20200801/101200
crops/pi_b/20200807/111150	crops/pi_b/20200807/111155
crops/pi_b/20200802/100544	crops/pi_b/20200802/100534
crops/pi_c/20180927/083120	crops/pi_c/20180927/083130
crops/pi_c/20200801/092740	crops/pi_c/20200801/092730
crops/pi_b/20200807/094450	crops/pi_b/20200807/094456
crops/pi_b/20200807/112230	crops/pi_b/20200807/112235
crops/pi_a/20200802/093035	crops/pi_a/20200802/093024
crops/pi_b/20200807/081752	crops/pi_b/20200807/081747
crops/pi_a/20200802/092341	crops/pi_a/20200802/092331
crops/pi_b/20200811/103911	crops/pi_b/20200811/103916
crops/pi_b/20200811/080232	crops/pi_b/20200811/080236
crops/pi_b/20200806/115536	crops/pi_b/20200806/115541
crops/pi_b/20200806/115149	crops/pi_b/20200806/115153
crops/pi_b/20200807/110844	crops/pi_b/20200807/110849
crops/pi_b/20200807/081148	crops/pi_b/20200807/081143
crops/pi_c/20180927/155158	crops/pi_c/20180927/155209
crops/pi_b/20200802/102048	crops/pi_b/20200802/102059
crops/pi_b/20200811/080352	crops/pi_b/20200811/080357
crops/pi_b/20200811/080241	crops/pi_b/20200811/080236
crops/pi_a/20200802/093611	crops/pi_a/20200802/093601
crops/pi_b/20200802/100512	crops/pi_b/20200802/100501
crops/pi_b/20200811/083544	crops/pi_b/20200811/083540
crops/pi_b/20200802/084716	crops/pi_b/20200802/084727
crops/pi_b/20200802/101838	crops/pi_b/20200802/101849
crops/pi_b/20200807/082517	crops/pi_b/20200807/082521
crops/pi_a/20200802/104421	crops/pi_a/20200802/104410
crops/pi_b/20200811/074626	crops/pi_b/20200811/074622
crops/pi_b/20200802/093408	crops/pi_b/20200802/093419
crops/pi_b/20200802/100912	crops/pi_b/20200802/100922
crops/pi_a/20200802/101537	crops/pi_a/20200802/101526
crops/pi_b/20200811/075655	crops/pi_b/20200811/075700
crops/pi_b/20200811/082001	crops/pi_b/20200811/081957
crops/pi_b/20200811/074453	crops/pi_b/20200811/074457
crops/pi_b/20200807/081133	crops/pi_b/20200807/081128
crops/pi_b/20200801/093511	crops/pi_b/20200801/093522
crops/pi_b/20200802/085254	crops/pi_b/20200802/085305
crops/pi_c/20200729/124410	crops/pi_c/20200729/124420
crops/pi_b/20200811/103445	crops/pi_b/20200811/103449
crops/pi_b/20200807/082724	crops/pi_b/20200807/082729
crops/pi_b/20200806/082037	crops/pi_b/20200806/082031
crops/pi_b/20200806/114434	crops/pi_b/20200806/114428
crops/pi_b/20200802/090821	crops/pi_b/20200802/090810
crops/pi_b/20200807/081223	crops/pi_b/20200807/081218
crops/pi_a/20200802/104327	crops/pi_a/20200802/104338
crops/pi_b/20200806/101533	crops/pi_b/20200806/101537
crops/pi_b/20200807/085300	crops/pi_b/20200807/085256
crops/pi_b/20200807/080413	crops/pi_b/20200807/080417
crops/pi_c/20180927/154539	crops/pi_c/20180927/154550
crops/pi_b/20200807/111851	crops/pi_b/20200807/111855
crops/pi_b/20200811/122738	crops/pi_b/20200811/122743
crops/pi_b/20200806/085706	crops/pi_b/20200806/085710
crops/pi_b/20200807/112647	crops/pi_b/20200807/112653
crops/pi_b/20200811/122223	crops/pi_b/20200811/122229
crops/pi_b/20200801/100130	crops/pi_b/20200801/100119
crops/pi_a/20200802/100625	crops/pi_a/20200802/100635
crops/pi_b/20200802/094956	crops/pi_b/20200802/094945
crops/pi_b/20200802/094124	crops/pi_b/20200802/094135
crops/pi_a/20200802/104254	crops/pi_a/20200802/104305
crops/pi_b/20200811/083422	crops/pi_b/20200811/083417
crops/pi_b/20200807/090231	crops/pi_b/20200807/090235
crops/pi_b/20200807/112010	crops/pi_b/20200807/112016
crops/pi_b/20200802/095007	crops/pi_b/20200802/095018
crops/pi_a/20200802/095218	crops/pi_a/20200802/095229
crops/pi_b/20200807/082105	crops/pi_b/20200807/082110
crops/pi_b/20200802/094429	crops/pi_b/20200802/094440
crops/pi_b/20200807/092508	crops/pi_b/20200807/092514
crops/pi_b/20200811/085545	crops/pi_b/20200811/085550
crops/pi_a/20200802/094957	crops/pi_a/20200802/094946
crops/pi_b/20200806/101915	crops/pi_b/20200806/101919
crops/pi_c/20200801/093730	crops/pi_c/20200801/093740
crops/pi_b/20200807/082714	crops/pi_b/20200807/082710
crops/pi_c/20180927/081958	crops/pi_c/20180927/082009
crops/pi_a/20200802/103718	crops/pi_a/20200802/103729
crops/pi_b/20200807/114819	crops/pi_b/20200807/114824
crops/pi_c/20180927/101156	crops/pi_c/20180927/101206
crops/pi_b/20200802/095934	crops/pi_b/20200802/095923
crops/pi_b/20200807/112125	crops/pi_b/20200807/112119
crops/pi_b/20200802/085905	crops/pi_b/20200802/085854
crops/pi_b/20200811/075715	crops/pi_b/20200811/075710
crops/pi_b/20200807/081835	crops/pi_b/20200807/081841
crops/pi_b/20200807/081704	crops/pi_b/20200807/081710
crops/pi_b/20200811/075652	crops/pi_b/20200811/075655
crops/pi_b/20200811/084741	crops/pi_b/20200811/084747
crops/pi_b/20200807/081756	crops/pi_b/20200807/081801
crops/pi_a/20200802/100415	crops/pi_a/20200802/100425
crops/pi_a/20200802/095712	crops/pi_a/20200802/095722
crops/pi_b/20200811/080309	crops/pi_b/20200811/080305
crops/pi_a/20200802/103823	crops/pi_a/20200802/103813
crops/pi_a/20200802/100204	crops/pi_a/20200802/100215
crops/pi_b/20200807/082700	crops/pi_b/20200807/082705
crops/pi_b/20200807/075952	crops/pi_b/20200807/075948
crops/pi_b/20200807/075721	crops/pi_b/20200807/075725
crops/pi_a/20200802/092026	crops/pi_a/20200802/092015
crops/pi_b/20200806/102212	crops/pi_b/20200806/102217
crops/pi_b/20200807/090627	crops/pi_b/20200807/090623
crops/pi_b/20200811/082058	crops/pi_b/20200811/082103
crops/pi_b/20200807/082204	crops/pi_b/20200807/082208
crops/pi_b/20200806/082008	crops/pi_b/20200806/082013
crops/pi_a/20200802/093833	crops/pi_a/20200802/093843
crops/pi_b/20200802/085043	crops/pi_b/20200802/085054
crops/pi_b/20200802/094302	crops/pi_b/20200802/094313
crops/pi_b/20200807/114848	crops/pi_b/20200807/114853
crops/pi_b/20200802/094629	crops/pi_b/20200802/094618
crops/pi_b/20200802/094030	crops/pi_b/20200802/094019
crops/pi_b/20200807/081446	crops/pi_b/20200807/081450
crops/pi_b/20200807/112957	crops/pi_b/20200807/113001
crops/pi_b/20200806/082747	crops/pi_b/20200806/082752
crops/pi_a/20200802/104504	crops/pi_a/20200802/104515
crops/pi_c/20200801/092950	crops/pi_c/20200801/092940
crops/pi_b/20200802/101827	crops/pi_b/20200802/101838
crops/pi_b/20200806/110600	crops/pi_b/20200806/110605
crops/pi_b/20200811/112125	crops/pi_b/20200811/112130
crops/pi_b/20200802/091809	crops/pi_b/20200802/091820
crops/pi_c/20200801/092520	crops/pi_c/20200801/092510
crops/pi_b/20200811/123112	crops/pi_b/20200811/123108
crops/pi_b/20200802/093902	crops/pi_b/20200802/093852
crops/pi_b/20200802/094546	crops/pi_b/20200802/094535
crops/pi_b/20200807/112016	crops/pi_b/20200807/112020
crops/pi_b/20200807/112759	crops/pi_b/20200807/112754
crops/pi_b/20200807/090935	crops/pi_b/20200807/090930
crops/pi_a/20200802/094725	crops/pi_a/20200802/094736
crops/pi_b/20200807/100252	crops/pi_b/20200807/100248
crops/pi_b/20200811/074526	crops/pi_b/20200811/074531
crops/pi_a/20200802/093550	crops/pi_a/20200802/093539
crops/pi_b/20200806/101919	crops/pi_b/20200806/101923
crops/pi_c/20200801/095520	crops/pi_c/20200801/095530
crops/pi_b/20200811/122144	crops/pi_b/20200811/122148
crops/pi_b/20200807/081714	crops/pi_b/20200807/081710
crops/pi_b/20200807/081436	crops/pi_b/20200807/081431
crops/pi_b/20200811/123216	crops/pi_b/20200811/123211
crops/pi_c/20200801/092830	crops/pi_c/20200801/092820
crops/pi_a/20200802/104653	crops/pi_a/20200802/104704
crops/pi_b/20200811/074813	crops/pi_b/20200811/074818
crops/pi_b/20200811/075112	crops/pi_b/20200811/075117
crops/pi_b/20200811/104604	crops/pi_b/20200811/104608
crops/pi_a/20200802/103603	crops/pi_a/20200802/103613
crops/pi_b/20200807/082155	crops/pi_b/20200807/082159
crops/pi_a/20200802/103657	crops/pi_a/20200802/103708
crops/pi_b/20200807/112054	crops/pi_b/20200807/112049
crops/pi_b/20200811/084751	crops/pi_b/20200811/084747
crops/pi_b/20200807/082700	crops/pi_b/20200807/082655
crops/pi_b/20200807/075903	crops/pi_b/20200807/075857
crops/pi_b/20200807/090526	crops/pi_b/20200807/090529
crops/pi_b/20200807/114512	crops/pi_b/20200807/114506
crops/pi_a/20200802/103740	crops/pi_a/20200802/103751
crops/pi_b/20200802/100007	crops/pi_b/20200802/100017
crops/pi_c/20200801/092500	crops/pi_c/20200801/092510
crops/pi_c/20200801/095540	crops/pi_c/20200801/095550
crops/pi_a/20200802/102208	crops/pi_a/20200802/102218
crops/pi_a/20200802/104432	crops/pi_a/20200802/104421
crops/pi_b/20200811/074926	crops/pi_b/20200811/074930
crops/pi_b/20200811/122448	crops/pi_b/20200811/122454
crops/pi_b/20200802/092547	crops/pi_b/20200802/092558
crops/pi_b/20200811/114733	crops/pi_b/20200811/114728
crops/pi_b/20200806/102119	crops/pi_b/20200806/102124
crops/pi_b/20200811/082814	crops/pi_b/20200811/082809
crops/pi_b/20200807/085607	crops/pi_b/20200807/085612
crops/pi_b/20200807/080104	crops/pi_b/20200807/080108
crops/pi_b/20200807/082641	crops/pi_b/20200807/082635
crops/pi_b/20200811/083315	crops/pi_b/20200811/083321
crops/pi_a/20200802/095335	crops/pi_a/20200802/095345
crops/pi_b/20200811/114724	crops/pi_b/20200811/114719
crops/pi_c/20180927/163431	crops/pi_c/20180927/163442
crops/pi_c/20180927/101145	crops/pi_c/20180927/101156
crops/pi_b/20200811/103811	crops/pi_b/20200811/103815
crops/pi_a/20200802/103834	crops/pi_a/20200802/103845
crops/pi_b/20200802/100839	crops/pi_b/20200802/100850
crops/pi_b/20200806/095625	crops/pi_b/20200806/095629
crops/pi_b/20200801/104306	crops/pi_b/20200801/104317
crops/pi_b/20200807/081240	crops/pi_b/20200807/081234
crops/pi_b/20200806/122044	crops/pi_b/20200806/122048
crops/pi_b/20200807/081639	crops/pi_b/20200807/081636
crops/pi_b/20200807/081600	crops/pi_b/20200807/081605
crops/pi_c/20180927/154727	crops/pi_c/20180927/154738
crops/pi_b/20200811/082006	crops/pi_b/20200811/082012
crops/pi_c/20200801/092710	crops/pi_c/20200801/092700
crops/pi_b/20200802/093608	crops/pi_b/20200802/093619
crops/pi_b/20200811/084410	crops/pi_b/20200811/084406
crops/pi_b/20200802/100828	crops/pi_b/20200802/100839
crops/pi_b/20200807/111715	crops/pi_b/20200807/111720
crops/pi_b/20200811/112327	crops/pi_b/20200811/112333
crops/pi_b/20200802/095323	crops/pi_b/20200802/095334
crops/pi_b/20200807/090204	crops/pi_b/20200807/090200
crops/pi_b/20200807/111751	crops/pi_b/20200807/111756
crops/pi_b/20200802/091137	crops/pi_b/20200802/091148
crops/pi_b/20200811/083732	crops/pi_b/20200811/083737
crops/pi_a/20200802/104631	crops/pi_a/20200802/104642
crops/pi_b/20200806/082141	crops/pi_b/20200806/082145
crops/pi_b/20200807/113053	crops/pi_b/20200807/113057
crops/pi_b/20200807/112628	crops/pi_b/20200807/112633
crops/pi_b/20200807/082413	crops/pi_b/20200807/082407
crops/pi_b/20200811/090225	crops/pi_b/20200811/090229
crops/pi_b/20200806/095715	crops/pi_b/20200806/095721
crops/pi_c/20200801/093940	crops/pi_c/20200801/093930
crops/pi_b/20200807/113110	crops/pi_b/20200807/113115
crops/pi_b/20200811/083056	crops/pi_b/20200811/083101
crops/pi_b/20200811/110932	crops/pi_b/20200811/110927
crops/pi_b/20200811/075009	crops/pi_b/20200811/075014
crops/pi_b/20200811/122254	crops/pi_b/20200811/122259
crops/pi_b/20200811/081616	crops/pi_b/20200811/081612
crops/pi_b/20200807/114701	crops/pi_b/20200807/114656
crops/pi_b/20200806/102101	crops/pi_b/20200806/102105
crops/pi_b/20200807/101340	crops/pi_b/20200807/101336
crops/pi_b/20200802/083927	crops/pi_b/20200802/083916
crops/pi_b/20200811/075347	crops/pi_b/20200811/075351
crops/pi_a/20200802/093057	crops/pi_a/20200802/093108
crops/pi_b/20200807/090255	crops/pi_b/20200807/090250
crops/pi_b/20200806/113736	crops/pi_b/20200806/113741
crops/pi_b/20200807/081940	crops/pi_b/20200807/081935
crops/pi_b/20200807/113303	crops/pi_b/20200807/113307
crops/pi_b/20200811/114840	crops/pi_b/20200811/114844
crops/pi_b/20200801/100025	crops/pi_b/20200801/100014
crops/pi_b/20200807/112443	crops/pi_b/20200807/112438
crops/pi_a/20200802/093307	crops/pi_a/20200802/093318
crops/pi_b/20200801/095952	crops/pi_b/20200801/100003
crops/pi_b/20200811/082405	crops/pi_b/20200811/082410
crops/pi_b/20200807/090550	crops/pi_b/20200807/090554
crops/pi_b/20200802/093114	crops/pi_b/20200802/093125
crops/pi_b/20200807/080144	crops/pi_b/20200807/080149
crops/pi_a/20200802/103447	crops/pi_a/20200802/103457
crops/pi_b/20200807/080020	crops/pi_b/20200807/080024
crops/pi_b/20200802/093314	crops/pi_b/20200802/093303
crops/pi_b/20200802/093430	crops/pi_b/20200802/093441
crops/pi_b/20200802/090632	crops/pi_b/20200802/090642
crops/pi_b/20200806/082450	crops/pi_b/20200806/082445
crops/pi_b/20200807/113753	crops/pi_b/20200807/113757
crops/pi_b/20200807/075943	crops/pi_b/20200807/075939
crops/pi_b/20200802/091137	crops/pi_b/20200802/091126
crops/pi_b/20200807/113014	crops/pi_b/20200807/113019
crops/pi_b/20200802/090632	crops/pi_b/20200802/090621
crops/pi_b/20200807/110708	crops/pi_b/20200807/110704
crops/pi_c/20180927/083047	crops/pi_c/20180927/083058
crops/pi_b/20200802/083549	crops/pi_b/20200802/083600
crops/pi_b/20200802/093146	crops/pi_b/20200802/093157
crops/pi_b/20200811/104604	crops/pi_b/20200811/104600
crops/pi_b/20200811/095314	crops/pi_b/20200811/095318
crops/pi_a/20200802/093445	crops/pi_a/20200802/093434
crops/pi_b/20200811/123157	crops/pi_b/20200811/123153
crops/pi_b/20200811/122801	crops/pi_b/20200811/122806
crops/pi_b/20200807/094417	crops/pi_b/20200807/094422
crops/pi_b/20200811/103729	crops/pi_b/20200811/103734
crops/pi_b/20200802/092325	crops/pi_b/20200802/092336
